defect_id,defect_type,material_grade,product_id,date,dataset
2787,1099,Grade 1P,3905,23-01-2021,Training
3727,1078,Grade 2P,13164,23-12-2020,Training
1041,1041,Grade 2P,12655,19-12-2020,Training
3306,1072,Grade 2,1123,26-12-2020,Training
1351,1030,Grade 1P,6777,07-01-2021,Training
3560,1078,Grade 1P,7653,19-12-2020,Training
3657,1060,Grade 1,15660,25-12-2020,Training
2804,1078,Grade 1P,2252,14-01-2021,Training
3490,1084,Grade 2,7079,23-01-2021,Training
2404,1078,Grade 1P,3608,24-12-2020,Training
3044,1001,Grade 1,1685,06-01-2021,Training
115,1098,Grade 2,4710,17-12-2020,Training
4656,1058,Grade 2,3357,27-01-2021,Training
3259,1052,Grade 1,5034,26-12-2020,Training
4936,1045,Grade 1P,5439,24-12-2020,Training
2839,1019,,616,18-12-2020,Training
3396,1078,Grade 2,9587,10-12-2020,Training
4470,1171,Grade 1P,6020,27-01-2021,Training
81,1086,Grade 2,15429,01-12-2020,Training
3077,1151,Grade 1,1644,06-01-2021,Training
1977,1041,Grade 1P,3516,25-12-2020,Training
1719,1171,Grade 2,2913,04-12-2020,Training
4289,1151,Grade 1,1407,31-12-2020,Training
5064,1078,Grade 2P,8599,01-12-2020,Training
4313,1052,Grade 1P,17203,04-12-2020,Training
1951,1079,Grade 2,17773,23-01-2021,Training
4097,1030,Grade B1,8369,07-01-2021,Training
4493,1171,Grade 1P,6020,27-01-2021,Training
4686,1041,Grade 2,10629,15-12-2020,Training
1615,1000,Grade 1P,14536,24-12-2020,Training
4001,1060,Grade B1,2117,07-01-2021,Training
3126,1078,Grade 1,25846,18-01-2021,Training
4005,1078,,13081,07-01-2021,Training
3608,1041,Grade AP,3009,31-12-2020,Training
3717,1078,Grade 2P,297,23-12-2020,Training
670,1041,Grade 1,9116,10-12-2020,Training
2199,1052,Grade 2,3692,08-01-2021,Training
4373,1052,Grade B1,3127,04-12-2020,Training
1022,1151,Grade KP,3405,04-01-2021,Training
562,1151,Grade 1P,2720,16-12-2020,Training
4404,1171,Grade 1P,2785,27-01-2021,Training
4169,1077,Grade 1P,19831,31-12-2020,Training
1212,1084,Grade 2P,8990,25-12-2020,Training
5061,1078,Grade 2P,4011,01-12-2020,Training
3741,1078,Grade 2P,3263,23-12-2020,Training
1515,1098,Grade AP,6847,13-12-2020,Training
3331,1072,Grade 2,1123,26-12-2020,Training
4351,1052,Grade B1,3127,04-12-2020,Training
4554,1171,Grade 2,7613,27-01-2021,Training
266,1041,,2289,05-01-2021,Training
4361,1052,Grade B1,3127,04-12-2020,Training
4131,1077,Grade 1P,9184,31-12-2020,Training
2116,1052,Grade 2,1266,08-01-2021,Training
1914,1151,Grade 2,6430,23-01-2021,Training
3841,1060,Grade W1,1730,22-01-2021,Training
661,1041,Grade 1,16864,10-12-2020,Training
4495,1171,Grade 1P,6020,27-01-2021,Training
4937,1045,Grade 1P,5439,24-12-2020,Training
1003,1151,Grade KP,3405,04-01-2021,Training
3970,1060,Grade B1,6131,07-01-2021,Training
2854,1072,,328,18-12-2020,Training
2829,1078,Grade 1P,10010,14-01-2021,Training
1789,1171,Grade 2,134,04-12-2020,Training
1242,1151,Grade 2P,13540,23-12-2020,Training
4442,1171,Grade 2P,18070,27-01-2021,Training
2191,1052,Grade 2,3692,08-01-2021,Training
2933,1019,Grade 2,3046,24-01-2021,Training
1139,1041,Grade AP,5223,31-12-2020,Training
913,1098,Grade A,1471,23-01-2021,Training
4405,1171,Grade 1P,2785,27-01-2021,Training
1308,1030,Grade 1P,8574,07-01-2021,Training
1632,1000,Grade 1P,14536,24-12-2020,Training
1527,1098,Grade AP,6847,13-12-2020,Training
840,1098,Grade A,3851,23-01-2021,Training
363,1099,Grade 2,13550,24-01-2021,Training
138,1053,Grade B1,3979,29-12-2020,Training
304,1099,,1112,05-01-2021,Training
1561,1099,Grade 1P,17145,18-01-2021,Training
1008,1151,Grade KP,3405,04-01-2021,Training
387,1098,Grade 1,12287,24-01-2021,Training
4609,1058,Grade 2,3357,27-01-2021,Training
3937,1060,Grade B1,6131,07-01-2021,Training
766,1086,Grade 2,7339,23-01-2021,Training
3788,1041,Grade B1,19337,23-01-2021,Training
4847,1045,Grade B1,8753,16-12-2020,Training
3664,1060,Grade 1,15660,25-12-2020,Training
3862,1030,Grade 1P,8574,07-01-2021,Training
4593,1052,Grade 2,3719,27-01-2021,Training
1407,1019,Grade 2,3958,15-12-2020,Training
3761,1098,Grade AP,2149,23-12-2020,Training
2741,1053,Grade W1P,17860,29-12-2020,Training
1937,1079,Grade 2,17773,23-01-2021,Training
3961,1060,Grade B1,6131,07-01-2021,Training
3597,1041,Grade AP,803,31-12-2020,Training
3111,1078,Grade 1,5242,18-01-2021,Training
2705,1098,Grade 2,4710,17-12-2020,Training
58,1086,Grade 2,15429,01-12-2020,Training
76,1086,Grade 2,15429,01-12-2020,Training
801,1098,Grade A,7204,23-01-2021,Training
2436,1078,Grade 2P,2767,24-12-2020,Training
4474,1171,Grade 1P,6020,27-01-2021,Training
4884,1098,Grade P1,9043,01-12-2020,Training
790,1098,Grade A,7204,23-01-2021,Training
3598,1041,Grade AP,803,31-12-2020,Training
3214,1078,Grade 1,16361,16-12-2020,Training
3162,1078,Grade 1,8888,16-12-2020,Training
2222,1052,Grade 2,3692,08-01-2021,Training
4821,1098,Grade 2,13826,02-01-2021,Training
3421,1041,Grade 2,1446,10-12-2020,Training
4134,1077,Grade 1P,9184,31-12-2020,Training
915,1098,Grade A,1471,23-01-2021,Training
2177,1052,Grade 2,3692,08-01-2021,Training
1855,1041,Grade WP,591,04-01-2021,Training
2329,1072,Grade 2P,7273,03-01-2021,Training
1262,1151,Grade 2P,2449,23-12-2020,Training
2515,1052,Grade B1,16315,18-12-2020,Training
5074,1078,Grade 2P,5002,01-12-2020,Training
4284,1151,Grade 1,1407,31-12-2020,Training
1183,1077,Grade 1P,718,25-12-2020,Training
447,1041,Grade 1,11694,15-01-2021,Training
1404,1041,Grade 2,12873,15-12-2020,Training
4026,1078,,13081,07-01-2021,Training
3718,1078,Grade 2P,297,23-12-2020,Training
4075,1077,Grade 1P,5157,07-01-2021,Training
4071,1077,Grade 1P,5157,07-01-2021,Training
1059,1151,Grade 1P,5377,13-01-2021,Training
3332,1072,Grade 2,1123,26-12-2020,Training
4630,1058,Grade 2,3357,27-01-2021,Training
1420,1098,Grade AP,7732,23-01-2021,Training
2392,1151,Grade 2,17915,11-01-2021,Training
4722,1041,Grade 2,7713,15-12-2020,Training
4320,1052,Grade 1P,17203,04-12-2020,Training
3585,1098,Grade 1P,17778,06-01-2021,Training
3470,1078,Grade 1,860,23-01-2021,Training
4339,1052,Grade B1,2368,04-12-2020,Training
4685,1041,Grade 2,10629,15-12-2020,Training
1507,1098,Grade AP,6847,13-12-2020,Training
3852,1030,Grade 1P,8574,07-01-2021,Training
4431,1171,Grade 1P,2785,27-01-2021,Training
2016,1041,Grade B1,5072,25-12-2020,Training
4149,1077,Grade 1P,9184,31-12-2020,Training
3320,1072,Grade 2,1123,26-12-2020,Training
5085,1030,Grade 1,1548,25-12-2020,Training
4213,1151,Grade 1,1407,31-12-2020,Training
4433,1171,Grade 1P,2785,27-01-2021,Training
6,1072,Grade 2P,7273,03-01-2021,Training
3033,1078,Grade 1,8320,23-12-2020,Training
2507,1072,Grade 2P,16191,21-01-2021,Training
683,1079,Grade WP,6823,22-12-2020,Training
1948,1079,Grade 2,17773,23-01-2021,Training
5079,1078,Grade 2P,5002,01-12-2020,Training
4107,1030,Grade 1P,222,31-12-2020,Training
4389,1171,Grade 1P,2785,27-01-2021,Training
2627,1086,Grade 2,3082,01-12-2020,Training
4362,1052,Grade B1,3127,04-12-2020,Training
3631,1041,Grade 2P,260,04-12-2020,Training
1069,1079,Grade 1P,5377,13-01-2021,Training
2914,1045,Grade 2,11694,27-01-2021,Training
4396,1171,Grade 1P,2785,27-01-2021,Training
4376,1045,Grade B1,3196,04-12-2020,Training
2247,1099,Grade 1P,8624,01-12-2020,Training
1479,1079,Grade 1P,15671,13-12-2020,Training
1894,1151,Grade 2,290,01-12-2020,Training
1058,1151,Grade 1P,10614,13-01-2021,Training
2026,1041,Grade B1,5072,25-12-2020,Training
4761,1060,Grade 1,9580,09-01-2021,Training
2678,1060,Grade 1,3335,26-01-2021,Training
2487,1072,Grade 2P,10809,21-01-2021,Training
4597,1052,Grade 2,3719,27-01-2021,Training
1135,1041,Grade AP,16453,31-12-2020,Training
1466,1098,Grade 2,13826,02-01-2021,Training
3892,1030,Grade 1P,2084,07-01-2021,Training
4086,1077,Grade 1P,5157,07-01-2021,Training
3009,1078,Grade 1,2599,23-12-2020,Training
222,1099,Grade 2,41,10-01-2021,Training
48,1098,Grade P1,4276,07-12-2020,Training
578,1151,Grade 1,16453,17-12-2020,Training
1241,1151,Grade 2P,13540,23-12-2020,Training
3089,1151,Grade 1,18312,20-01-2021,Training
2287,1099,Grade 1P,8624,01-12-2020,Training
267,1041,,2289,05-01-2021,Training
1109,1098,Grade 1P,17778,06-01-2021,Training
2325,1072,Grade 2P,7273,03-01-2021,Training
1940,1079,Grade 2,17773,23-01-2021,Training
391,1079,Grade 1,11288,24-01-2021,Training
1706,1171,Grade 2,2913,04-12-2020,Training
1633,1000,Grade 1P,14536,24-12-2020,Training
2734,1053,Grade W1P,21664,29-12-2020,Training
4749,1060,Grade 1,9580,09-01-2021,Training
1568,1099,Grade B1,3727,18-01-2021,Training
2780,1099,Grade 1P,3905,23-01-2021,Training
3245,1052,Grade 1,5034,26-12-2020,Training
209,1039,Grade 1P,5896,14-01-2021,Training
914,1098,Grade A,1471,23-01-2021,Training
1294,1030,Grade 1P,8574,07-01-2021,Training
5082,1030,Grade 1,1548,25-12-2020,Training
1871,1030,Grade 1P,282,01-12-2020,Training
1847,1053,Grade W1,8074,14-12-2020,Training
2517,1052,Grade 1,6078,18-12-2020,Training
104,1098,Grade 2,4710,17-12-2020,Training
963,1151,Grade KP,3405,04-01-2021,Training
1798,1171,Grade 2,134,04-12-2020,Training
2093,1052,Grade 2,6702,08-01-2021,Training
2722,1053,Grade B1,6008,29-12-2020,Training
336,1072,Grade B1,20544,15-12-2020,Training
4115,1030,Grade B1,8796,31-12-2020,Training
3706,1077,Grade 2P,297,23-12-2020,Training
2479,1078,Grade 2P,7408,24-12-2020,Training
1779,1171,Grade 2,9346,04-12-2020,Training
4695,1041,Grade 2,1300,15-12-2020,Training
4148,1077,Grade 1P,9184,31-12-2020,Training
4363,1052,Grade B1,3127,04-12-2020,Training
3987,1060,Grade B1,6131,07-01-2021,Training
4571,1052,Grade 2,3719,27-01-2021,Training
2917,1052,Grade 2,11694,27-01-2021,Training
3498,1084,Grade 2,7079,23-01-2021,Training
1715,1171,Grade 2,2913,04-12-2020,Training
2498,1072,Grade 2P,16191,21-01-2021,Training
4888,1098,Grade P1,9043,01-12-2020,Training
1371,1078,Grade B1,4744,07-01-2021,Training
173,1039,Grade 1P,5896,14-01-2021,Training
863,1098,Grade A,3851,23-01-2021,Training
4920,1078,Grade 1P,15561,17-01-2021,Training
3377,1078,Grade 1,591,05-12-2020,Training
3596,1041,Grade AP,4474,31-12-2020,Training
4184,1151,Grade 1,8181,31-12-2020,Training
1957,1079,Grade 2,17773,23-01-2021,Training
3367,1060,Grade 1,4613,05-12-2020,Training
3954,1060,Grade B1,6131,07-01-2021,Training
3826,1078,Grade 1,8987,19-12-2020,Training
4136,1077,Grade 1P,9184,31-12-2020,Training
2041,1078,Grade 1P,7148,03-12-2020,Training
18,1072,Grade 2P,7273,03-01-2021,Training
5077,1078,Grade 2P,5002,01-12-2020,Training
0,1019,Grade 2,15671,08-01-2021,Training
2179,1052,Grade 2,3692,08-01-2021,Training
1361,1030,Grade 1P,11039,07-01-2021,Training
4969,1045,Grade 1P,127,24-12-2020,Training
3926,1060,Grade B1,6131,07-01-2021,Training
2846,1072,,328,18-12-2020,Training
401,1079,Grade 1,367,24-01-2021,Training
3168,1078,Grade 1,8888,16-12-2020,Training
4301,1151,Grade 1,1407,31-12-2020,Training
1817,1171,Grade 2,134,04-12-2020,Training
4306,1151,Grade 1,1407,31-12-2020,Training
4846,1045,Grade B1,8753,16-12-2020,Training
821,1098,Grade A,7204,23-01-2021,Training
1577,1099,Grade B1,12779,18-01-2021,Training
4766,1060,Grade 1,9580,09-01-2021,Training
1805,1171,Grade 2,134,04-12-2020,Training
2285,1099,Grade 1P,8624,01-12-2020,Training
2449,1078,Grade 2P,2767,24-12-2020,Training
4466,1171,Grade 2P,18070,27-01-2021,Training
5089,1019,Grade B1,16335,23-12-2020,Training
4438,1171,Grade 1P,2785,27-01-2021,Training
1835,1171,Grade 2,134,04-12-2020,Training
4674,1041,Grade 2,4014,15-12-2020,Training
559,1151,Grade 1P,2720,16-12-2020,Training
1164,1000,Grade 2P,20220,01-12-2020,Training
1218,1084,Grade 2P,8990,25-12-2020,Training
4747,1019,Grade 2,2605,15-12-2020,Training
1330,1030,Grade 1P,8574,07-01-2021,Training
4058,1078,Grade B1,998,07-01-2021,Training
4132,1077,Grade 1P,9184,31-12-2020,Training
705,1079,Grade K1,10954,15-01-2021,Training
2720,1053,Grade B1,5426,29-12-2020,Training
4787,1060,Grade 1,9580,09-01-2021,Training
1852,1041,Grade W1,11882,14-12-2020,Training
2816,1078,Grade 1P,10010,14-01-2021,Training
1460,1099,Grade B1,8009,23-01-2021,Training
4514,1171,Grade 1P,6020,27-01-2021,Training
871,1098,Grade A,3851,23-01-2021,Training
1649,1000,Grade 1P,18433,24-12-2020,Training
2145,1052,Grade 2,2173,08-01-2021,Training
4518,1171,Grade 1P,6020,27-01-2021,Training
4539,1171,Grade 1P,6020,27-01-2021,Training
1495,1098,Grade AP,6847,13-12-2020,Training
734,1086,Grade 2,7339,23-01-2021,Training
4432,1171,Grade 1P,2785,27-01-2021,Training
784,1098,Grade A,7204,23-01-2021,Training
2640,1086,Grade 2,3082,01-12-2020,Training
1941,1079,Grade 2,17773,23-01-2021,Training
3885,1030,Grade 1P,8574,07-01-2021,Training
3389,1052,Grade 2,2054,10-12-2020,Training
1115,1041,Grade AP,9939,31-12-2020,Training
3054,1078,Grade 1,3974,06-01-2021,Training
2414,1078,Grade 2P,2301,24-12-2020,Training
1190,1077,Grade 1P,718,25-12-2020,Training
2012,1041,Grade B1,5072,25-12-2020,Training
193,1039,Grade 1P,5896,14-01-2021,Training
1520,1098,Grade AP,6847,13-12-2020,Training
583,1151,Grade 1,16453,17-12-2020,Training
2128,1052,Grade 2,1266,08-01-2021,Training
1434,1098,Grade AP,7732,23-01-2021,Training
776,1084,Grade 2,7079,23-01-2021,Training
2607,1086,Grade 2,3082,01-12-2020,Training
2415,1078,Grade 2P,2301,24-12-2020,Training
1851,1041,Grade W1,11882,14-12-2020,Training
131,1086,Grade 1,1709,29-12-2020,Training
178,1039,Grade 1P,5896,14-01-2021,Training
1816,1171,Grade 2,134,04-12-2020,Training
2600,1086,Grade 2,3082,01-12-2020,Training
4410,1171,Grade 1P,2785,27-01-2021,Training
4217,1151,Grade 1,1407,31-12-2020,Training
2672,1060,Grade 1,3335,26-01-2021,Training
4364,1052,Grade B1,3127,04-12-2020,Training
2078,1052,Grade 2,6702,08-01-2021,Training
663,1041,Grade 1,6739,10-12-2020,Training
1901,1151,Grade 2,290,01-12-2020,Training
2626,1086,Grade 2,3082,01-12-2020,Training
2226,1052,Grade 2,3692,08-01-2021,Training
2399,1151,Grade 2,3907,11-01-2021,Training
1452,1098,Grade AP,7732,23-01-2021,Training
347,1079,Grade 2,7451,27-01-2021,Training
3428,1041,Grade 2,1446,10-12-2020,Training
4304,1151,Grade 1,1407,31-12-2020,Training
2547,1098,Grade P1,1839,07-12-2020,Training
732,1086,Grade 2,7339,23-01-2021,Training
981,1151,Grade KP,3405,04-01-2021,Training
3827,1079,Grade 1,6714,19-12-2020,Training
4640,1058,Grade 2,3357,27-01-2021,Training
1933,1079,Grade 2,1494,23-01-2021,Training
4358,1052,Grade B1,3127,04-12-2020,Training
1304,1030,Grade 1P,8574,07-01-2021,Training
4652,1058,Grade 2,3357,27-01-2021,Training
665,1041,Grade 1,6739,10-12-2020,Training
1795,1171,Grade 2,134,04-12-2020,Training
1497,1098,Grade AP,6847,13-12-2020,Training
498,1098,Grade 2,1745,20-01-2021,Training
3849,1030,Grade 1P,8574,07-01-2021,Training
4697,1041,Grade 2,1300,15-12-2020,Training
1090,1084,Grade 1P,5985,13-01-2021,Training
699,1079,Grade K1,10954,15-01-2021,Training
1283,1030,Grade 1P,5283,07-01-2021,Training
3254,1052,Grade 1,5034,26-12-2020,Training
1626,1000,Grade 1P,14536,24-12-2020,Training
2581,1086,Grade 2,3082,01-12-2020,Training
67,1086,Grade 2,15429,01-12-2020,Training
1736,1171,Grade 2,9346,04-12-2020,Training
4650,1058,Grade 2,3357,27-01-2021,Training
2274,1099,Grade 1P,8624,01-12-2020,Training
4703,1041,Grade 2,1300,15-12-2020,Training
825,1098,Grade A,7204,23-01-2021,Training
1231,1151,Grade 2P,18371,23-12-2020,Training
1682,1045,Grade 1P,984,24-12-2020,Training
2887,1052,,685,01-01-2021,Training
3503,1084,Grade 2,7079,23-01-2021,Training
4873,1098,Grade 1P,6267,21-01-2021,Training
2387,1151,Grade 2,10249,11-01-2021,Training
3760,1078,Grade 2P,2363,23-12-2020,Training
4451,1171,Grade 2P,18070,27-01-2021,Training
2532,1052,Grade 1,6078,18-12-2020,Training
2743,1053,Grade W1P,17860,29-12-2020,Training
4935,1045,Grade 1P,5439,24-12-2020,Training
1148,1000,Grade 2P,891,01-12-2020,Training
402,1079,Grade 1,367,24-01-2021,Training
4280,1151,Grade 1,1407,31-12-2020,Training
791,1098,Grade A,7204,23-01-2021,Training
1403,1041,Grade 2,12873,15-12-2020,Training
1664,1000,Grade 1P,18433,24-12-2020,Training
4112,1030,Grade B1,8796,31-12-2020,Training
4849,1045,Grade B1,8753,16-12-2020,Training
3190,1078,Grade 1,16361,16-12-2020,Training
3454,1151,Grade K1,3686,15-01-2021,Training
2225,1052,Grade 2,3692,08-01-2021,Training
984,1151,Grade KP,3405,04-01-2021,Training
2351,1072,Grade 2P,7273,03-01-2021,Training
1303,1030,Grade 1P,8574,07-01-2021,Training
4569,1052,Grade 2,3719,27-01-2021,Training
4406,1171,Grade 1P,2785,27-01-2021,Training
82,1086,Grade 2,15429,01-12-2020,Training
4225,1151,Grade 1,1407,31-12-2020,Training
2923,1045,Grade 2,11694,27-01-2021,Training
428,1079,Grade 2,5605,13-01-2021,Training
1909,1151,Grade 2,6430,01-12-2020,Training
1535,1098,Grade AP,17636,13-12-2020,Training
1570,1099,Grade B1,3727,18-01-2021,Training
4938,1045,Grade 1P,5439,24-12-2020,Training
2769,1099,,6335,17-12-2020,Training
844,1098,Grade A,3851,23-01-2021,Training
505,1151,Grade 1,1040,08-01-2021,Training
4041,1078,Grade B1,4744,07-01-2021,Training
141,1053,Grade B1,1786,29-12-2020,Training
2625,1086,Grade 2,3082,01-12-2020,Training
1382,1099,Grade B1,2754,04-12-2020,Training
2271,1099,Grade 1P,8624,01-12-2020,Training
3378,1078,Grade 1,591,05-12-2020,Training
3756,1078,Grade 2P,18669,23-12-2020,Training
1143,1041,Grade AP,12734,31-12-2020,Training
2262,1099,Grade 1P,8624,01-12-2020,Training
849,1098,Grade A,3851,23-01-2021,Training
1792,1171,Grade 2,134,04-12-2020,Training
4323,1052,Grade B1,2368,04-12-2020,Training
555,1151,Grade 1,13650,16-12-2020,Training
464,1045,Grade 1,6102,23-12-2020,Training
2024,1041,Grade B1,5072,25-12-2020,Training
953,1151,Grade KP,3405,04-01-2021,Training
3971,1060,Grade B1,6131,07-01-2021,Training
537,1079,Grade 1,5357,18-01-2021,Training
3318,1072,Grade 2,1123,26-12-2020,Training
4429,1171,Grade 1P,2785,27-01-2021,Training
1834,1171,Grade 2,134,04-12-2020,Training
4585,1052,Grade 2,3719,27-01-2021,Training
4157,1077,Grade 1P,9184,31-12-2020,Training
1607,1000,Grade 1P,14536,24-12-2020,Training
2243,1099,Grade 1P,8624,01-12-2020,Training
644,1086,Grade 1,5794,05-12-2020,Training
972,1151,Grade KP,3405,04-01-2021,Training
123,1098,Grade 2,4710,17-12-2020,Training
1688,1171,Grade 2,2913,04-12-2020,Training
2253,1099,Grade 1P,8624,01-12-2020,Training
4099,1030,Grade 1P,2035,07-01-2021,Training
155,1099,,6335,17-12-2020,Training
2315,1072,Grade 2P,7273,03-01-2021,Training
4250,1151,Grade 1,1407,31-12-2020,Training
4754,1060,Grade 1,9580,09-01-2021,Training
1094,1099,Grade 1P,6900,19-01-2021,Training
4384,1171,Grade 1P,2785,27-01-2021,Training
2339,1072,Grade 2P,7273,03-01-2021,Training
2960,1052,Grade 1,7266,11-01-2021,Training
292,1098,,3119,05-01-2021,Training
935,1098,Grade A,1471,23-01-2021,Training
2929,1052,Grade 2,16576,27-01-2021,Training
2904,1052,Grade 2,11694,27-01-2021,Training
4160,1077,Grade 1P,9184,31-12-2020,Training
3973,1060,Grade B1,6131,07-01-2021,Training
3303,1052,Grade 1,6865,26-12-2020,Training
3056,1078,Grade 1,3974,06-01-2021,Training
4952,1045,Grade 1P,5439,24-12-2020,Training
4133,1077,Grade 1P,9184,31-12-2020,Training
947,1151,Grade KP,3405,04-01-2021,Training
2374,1151,Grade 2,10249,11-01-2021,Training
1703,1171,Grade 2,2913,04-12-2020,Training
4617,1058,Grade 2,3357,27-01-2021,Training
4712,1041,Grade 2,908,15-12-2020,Training
990,1151,Grade KP,3405,04-01-2021,Training
1826,1171,Grade 2,134,04-12-2020,Training
3843,1030,Grade 1P,5283,07-01-2021,Training
4383,1171,Grade 1P,2785,27-01-2021,Training
986,1151,Grade KP,3405,04-01-2021,Training
4027,1078,,13081,07-01-2021,Training
4790,1060,Grade 1,9580,09-01-2021,Training
1478,1079,Grade 1P,15671,13-12-2020,Training
5106,1078,Grade B1,808,30-12-2020,Training
4245,1151,Grade 1,1407,31-12-2020,Training
1462,1019,Grade 2,1736,02-01-2021,Training
3613,1041,Grade AP,5223,31-12-2020,Training
1400,1019,Grade 1,9240,27-01-2021,Training
264,1041,,11076,05-01-2021,Training
3604,1041,Grade AP,4489,31-12-2020,Training
3603,1041,Grade AP,11980,31-12-2020,Training
2768,1099,,6335,17-12-2020,Training
4166,1077,Grade 1P,19831,31-12-2020,Training
2712,1053,Grade B1,3257,29-12-2020,Training
4789,1060,Grade 1,9580,09-01-2021,Training
934,1098,Grade A,1471,23-01-2021,Training
4705,1041,Grade 2,12873,15-12-2020,Training
3992,1060,Grade B1,2117,07-01-2021,Training
2420,1078,Grade 2P,10363,24-12-2020,Training
2183,1052,Grade 2,3692,08-01-2021,Training
4823,1060,Grade 1,1245,02-01-2021,Training
3767,1078,Grade AP,2149,23-12-2020,Training
246,1045,,10318,18-12-2020,Training
1599,1045,Grade 1P,5439,24-12-2020,Training
1763,1171,Grade 2,9346,04-12-2020,Training
4506,1171,Grade 1P,6020,27-01-2021,Training
928,1098,Grade A,1471,23-01-2021,Training
4102,1078,Grade 1P,6762,07-01-2021,Training
4933,1045,Grade 1P,5439,24-12-2020,Training
268,1041,,2289,05-01-2021,Training
674,1041,Grade 1,9116,10-12-2020,Training
3993,1060,Grade B1,2117,07-01-2021,Training
4447,1171,Grade 2P,18070,27-01-2021,Training
1915,1151,Grade 2,6430,23-01-2021,Training
4646,1058,Grade 2,3357,27-01-2021,Training
1157,1000,Grade 2P,7493,01-12-2020,Training
5052,1078,Grade 2P,4011,01-12-2020,Training
2716,1053,Grade B1,12935,29-12-2020,Training
2611,1086,Grade 2,3082,01-12-2020,Training
1786,1171,Grade 2,134,04-12-2020,Training
2433,1078,Grade 2P,969,24-12-2020,Training
3069,1001,Grade 1,7968,06-01-2021,Training
2327,1072,Grade 2P,7273,03-01-2021,Training
3808,1078,Grade 1P,11809,19-12-2020,Training
3746,1078,Grade 2P,11853,23-12-2020,Training
692,1041,Grade 2,13810,24-12-2020,Training
1920,1079,Grade 2,1494,23-01-2021,Training
617,1052,Grade 1,6714,04-12-2020,Training
4768,1060,Grade 1,9580,09-01-2021,Training
3127,1078,Grade 1,25846,18-01-2021,Training
4587,1052,Grade 2,3719,27-01-2021,Training
3256,1052,Grade 1,5034,26-12-2020,Training
2272,1099,Grade 1P,8624,01-12-2020,Training
2553,1086,Grade 2,9822,01-12-2020,Training
39,1099,Grade 1P,11840,26-12-2020,Training
1903,1151,Grade 2,290,01-12-2020,Training
1654,1000,Grade 1P,18433,24-12-2020,Training
258,1041,,11076,05-01-2021,Training
2944,1052,Grade 1,7827,24-01-2021,Training
2454,1078,Grade 2P,7408,24-12-2020,Training
852,1098,Grade A,3851,23-01-2021,Training
2842,1072,,328,18-12-2020,Training
4900,1151,Grade 2,7472,10-01-2021,Training
3395,1078,Grade 2,9587,10-12-2020,Training
3581,1079,Grade 2P,1257,06-01-2021,Training
4618,1058,Grade 2,3357,27-01-2021,Training
4329,1052,Grade B1,2368,04-12-2020,Training
1238,1151,Grade 2P,13540,23-12-2020,Training
1132,1041,Grade AP,4489,31-12-2020,Training
2305,1072,Grade 2P,7273,03-01-2021,Training
1972,1030,Grade 2,6078,23-01-2021,Training
563,1151,Grade 1P,2720,16-12-2020,Training
909,1098,Grade A,1471,23-01-2021,Training
2634,1086,Grade 2,3082,01-12-2020,Training
3199,1078,Grade 1,16361,16-12-2020,Training
3724,1078,Grade 2P,2723,23-12-2020,Training
489,1098,Grade 2,1745,20-01-2021,Training
2216,1052,Grade 2,3692,08-01-2021,Training
1325,1030,Grade 1P,8574,07-01-2021,Training
2575,1086,Grade 2,3082,01-12-2020,Training
7,1072,Grade 2P,7273,03-01-2021,Training
3713,1077,Grade 2P,297,23-12-2020,Training
2335,1072,Grade 2P,7273,03-01-2021,Training
4881,1099,Grade B1,3727,18-01-2021,Training
4812,1151,Grade 1P,19674,21-12-2020,Training
1455,1098,Grade AP,7732,23-01-2021,Training
1206,1084,Grade 2P,8990,25-12-2020,Training
2446,1078,Grade 2P,2767,24-12-2020,Training
2668,1060,Grade 1,3335,26-01-2021,Training
1819,1171,Grade 2,134,04-12-2020,Training
2746,1053,Grade B1,11165,02-01-2021,Training
778,1098,Grade A,7204,23-01-2021,Training
2279,1099,Grade 1P,8624,01-12-2020,Training
1016,1151,Grade KP,3405,04-01-2021,Training
4512,1171,Grade 1P,6020,27-01-2021,Training
3224,1078,Grade 1,3935,11-01-2021,Training
1072,1151,Grade 1P,5377,13-01-2021,Training
1996,1041,Grade B1,14934,25-12-2020,Training
1282,1030,Grade 1P,5283,07-01-2021,Training
1788,1171,Grade 2,134,04-12-2020,Training
4741,1041,Grade 2,4189,15-12-2020,Training
451,1045,Grade 1,21003,15-01-2021,Training
885,1098,Grade A,3851,23-01-2021,Training
2747,1053,Grade B1,463,02-01-2021,Training
3104,1098,Grade 1,70,26-12-2020,Training
786,1098,Grade A,7204,23-01-2021,Training
2671,1060,Grade 1,3335,26-01-2021,Training
1754,1171,Grade 2,9346,04-12-2020,Training
2131,1052,Grade 2,2173,08-01-2021,Training
2265,1099,Grade 1P,8624,01-12-2020,Training
2811,1078,Grade 1P,2252,14-01-2021,Training
2443,1078,Grade 2P,2767,24-12-2020,Training
888,1098,Grade A,3851,23-01-2021,Training
4140,1077,Grade 1P,9184,31-12-2020,Training
1096,1099,Grade 1P,13199,19-01-2021,Training
4838,1045,Grade B1,8753,16-12-2020,Training
4602,1052,Grade 2,3719,27-01-2021,Training
536,1079,Grade 1,5357,18-01-2021,Training
2458,1078,Grade 2P,7408,24-12-2020,Training
2628,1086,Grade 2,3082,01-12-2020,Training
2310,1072,Grade 2P,7273,03-01-2021,Training
1732,1171,Grade 2,9346,04-12-2020,Training
